Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,10,symmetric,0.61,0.5562733115155897
75% Corpus,10,symmetric,0.9099999999999999,0.5732244007064141
75% Corpus,10,symmetric,symmetric,0.5455737323041304
75% Corpus,10,asymmetric,0.01,0.5472739010397318
75% Corpus,10,asymmetric,0.31,0.5427577924765769
75% Corpus,10,asymmetric,0.61,0.5510135061493973
75% Corpus,10,asymmetric,0.9099999999999999,0.5488087231069997
75% Corpus,10,asymmetric,symmetric,0.538635189181789
100% Corpus,2,0.01,0.01,0.32812356087605776
100% Corpus,2,0.01,0.31,0.32812356087605776
100% Corpus,2,0.01,0.61,0.32812356087605776
100% Corpus,2,0.01,0.9099999999999999,0.32812356087605776
100% Corpus,2,0.01,symmetric,0.32812356087605776
100% Corpus,2,0.31,0.01,0.32812356087605776
100% Corpus,2,0.31,0.31,0.32812356087605776
100% Corpus,2,0.31,0.61,0.32812356087605776
100% Corpus,2,0.31,0.9099999999999999,0.32812356087605776
100% Corpus,2,0.31,symmetric,0.32812356087605776
100% Corpus,2,0.61,0.01,0.32812356087605776
100% Corpus,2,0.61,0.31,0.32812356087605776
100% Corpus,2,0.61,0.61,0.32812356087605776
100% Corpus,2,0.61,0.9099999999999999,0.32812356087605776
100% Corpus,2,0.61,symmetric,0.32812356087605776
100% Corpus,2,0.9099999999999999,0.01,0.32812356087605776
100% Corpus,2,0.9099999999999999,0.31,0.32812356087605776
100% Corpus,2,0.9099999999999999,0.61,0.32812356087605776
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.32812356087605776
100% Corpus,2,0.9099999999999999,symmetric,0.32812356087605776
100% Corpus,2,symmetric,0.01,0.32812356087605776
100% Corpus,2,symmetric,0.31,0.32812356087605776
100% Corpus,2,symmetric,0.61,0.32812356087605776
100% Corpus,2,symmetric,0.9099999999999999,0.32812356087605776
100% Corpus,2,symmetric,symmetric,0.32812356087605776
100% Corpus,2,asymmetric,0.01,0.32812356087605776
100% Corpus,2,asymmetric,0.31,0.32812356087605776
100% Corpus,2,asymmetric,0.61,0.32812356087605776
100% Corpus,2,asymmetric,0.9099999999999999,0.32812356087605776
100% Corpus,2,asymmetric,symmetric,0.32812356087605776
100% Corpus,3,0.01,0.01,0.4396398265819121
100% Corpus,3,0.01,0.31,0.39460585333336967
100% Corpus,3,0.01,0.61,0.5121087976599359
100% Corpus,3,0.01,0.9099999999999999,0.5121087976599359
100% Corpus,3,0.01,symmetric,0.39536940529247483
100% Corpus,3,0.31,0.01,0.439639826581912
100% Corpus,3,0.31,0.31,0.36436321583236353
100% Corpus,3,0.31,0.61,0.5121087976599359
100% Corpus,3,0.31,0.9099999999999999,0.5121087976599359
100% Corpus,3,0.31,symmetric,0.3953694052924748
100% Corpus,3,0.61,0.01,0.439639826581912
100% Corpus,3,0.61,0.31,0.3617622155956472
100% Corpus,3,0.61,0.61,0.5121087976599359
100% Corpus,3,0.61,0.9099999999999999,0.5318611370175048
100% Corpus,3,0.61,symmetric,0.39359784095783196
100% Corpus,3,0.9099999999999999,0.01,0.4345928532245252
100% Corpus,3,0.9099999999999999,0.31,0.3617622155956472
100% Corpus,3,0.9099999999999999,0.61,0.5121087976599359
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.5318611370175048
100% Corpus,3,0.9099999999999999,symmetric,0.39460585333336967
100% Corpus,3,symmetric,0.01,0.439639826581912
100% Corpus,3,symmetric,0.31,0.36436321583236353
100% Corpus,3,symmetric,0.61,0.5121087976599359
100% Corpus,3,symmetric,0.9099999999999999,0.5121087976599359
100% Corpus,3,symmetric,symmetric,0.3953694052924748
100% Corpus,3,asymmetric,0.01,0.4349613424814565
100% Corpus,3,asymmetric,0.31,0.39536940529247494
100% Corpus,3,asymmetric,0.61,0.5121087976599359
100% Corpus,3,asymmetric,0.9099999999999999,0.5121087976599359
100% Corpus,3,asymmetric,symmetric,0.42051519328404385
100% Corpus,4,0.01,0.01,0.5358587605140759
100% Corpus,4,0.01,0.31,0.5728978149534205
100% Corpus,4,0.01,0.61,0.5623432890325516
100% Corpus,4,0.01,0.9099999999999999,0.5596849910134906
100% Corpus,4,0.01,symmetric,0.5512801037752817
100% Corpus,4,0.31,0.01,0.5269211401067746
100% Corpus,4,0.31,0.31,0.5512801037752817
100% Corpus,4,0.31,0.61,0.5609017033802071
100% Corpus,4,0.31,0.9099999999999999,0.5609017033802071
100% Corpus,4,0.31,symmetric,0.5358587605140759
100% Corpus,4,0.61,0.01,0.5269211401067746
100% Corpus,4,0.61,0.31,0.5358587605140759
100% Corpus,4,0.61,0.61,0.5512801037752817
100% Corpus,4,0.61,0.9099999999999999,0.5609017033802071
100% Corpus,4,0.61,symmetric,0.5358587605140759
100% Corpus,4,0.9099999999999999,0.01,0.5419728035304205
100% Corpus,4,0.9099999999999999,0.31,0.5269211401067746
100% Corpus,4,0.9099999999999999,0.61,0.5358587605140759
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.5512801037752817
100% Corpus,4,0.9099999999999999,symmetric,0.5269211401067746
100% Corpus,4,symmetric,0.01,0.5269211401067746
100% Corpus,4,symmetric,0.31,0.5512801037752817
100% Corpus,4,symmetric,0.61,0.5609017033802071
100% Corpus,4,symmetric,0.9099999999999999,0.5623432890325516
100% Corpus,4,symmetric,symmetric,0.5358587605140759
100% Corpus,4,asymmetric,0.01,0.5358587605140759
100% Corpus,4,asymmetric,0.31,0.5728978149534205
100% Corpus,4,asymmetric,0.61,0.5611764061746707
100% Corpus,4,asymmetric,0.9099999999999999,0.5623432890325516
100% Corpus,4,asymmetric,symmetric,0.5728978149534205
100% Corpus,5,0.01,0.01,0.6628433002707439
100% Corpus,5,0.01,0.31,0.651164917255144
100% Corpus,5,0.01,0.61,0.6423301817181247
100% Corpus,5,0.01,0.9099999999999999,0.6326341107490283
100% Corpus,5,0.01,symmetric,0.6568972631692466
100% Corpus,5,0.31,0.01,0.6667290462847847
100% Corpus,5,0.31,0.31,0.6568972631692466
100% Corpus,5,0.31,0.61,0.6524278837234336
100% Corpus,5,0.31,0.9099999999999999,0.6253766408041848
100% Corpus,5,0.31,symmetric,0.6588393126872223
100% Corpus,5,0.61,0.01,0.6584489155283778
100% Corpus,5,0.61,0.31,0.6599545179756501
100% Corpus,5,0.61,0.61,0.6583357391627527
100% Corpus,5,0.61,0.9099999999999999,0.6453366860182883
100% Corpus,5,0.61,symmetric,0.6599545179756501
100% Corpus,5,0.9099999999999999,0.01,0.6584489155283778
100% Corpus,5,0.9099999999999999,0.31,0.6685071847938255
100% Corpus,5,0.9099999999999999,0.61,0.6609343718326797
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.6593419546564372
100% Corpus,5,0.9099999999999999,symmetric,0.6599545179756501
100% Corpus,5,symmetric,0.01,0.6667290462847847
100% Corpus,5,symmetric,0.31,0.6539348172034399
100% Corpus,5,symmetric,0.61,0.6403348864013698
100% Corpus,5,symmetric,0.9099999999999999,0.6303199013000532
100% Corpus,5,symmetric,symmetric,0.656354149597053
100% Corpus,5,asymmetric,0.01,0.6624768573137557
100% Corpus,5,asymmetric,0.31,0.6624768573137557
100% Corpus,5,asymmetric,0.61,0.6671104510432984
100% Corpus,5,asymmetric,0.9099999999999999,0.673751028598304
100% Corpus,5,asymmetric,symmetric,0.6624768573137557
100% Corpus,6,0.01,0.01,0.6195268110060509
100% Corpus,6,0.01,0.31,0.6247860727765281
100% Corpus,6,0.01,0.61,0.6260655910064222
100% Corpus,6,0.01,0.9099999999999999,0.6442998827987659
100% Corpus,6,0.01,symmetric,0.6265792551069241
100% Corpus,6,0.31,0.01,0.6145619333190154
100% Corpus,6,0.31,0.31,0.6247860727765281
100% Corpus,6,0.31,0.61,0.6324932008959424
100% Corpus,6,0.31,0.9099999999999999,0.6356612948745658
100% Corpus,6,0.31,symmetric,0.6169410388282418
100% Corpus,6,0.61,0.01,0.6172825993583116
100% Corpus,6,0.61,0.31,0.6247860727765281
100% Corpus,6,0.61,0.61,0.6324932008959423
100% Corpus,6,0.61,0.9099999999999999,0.6396841096313554
100% Corpus,6,0.61,symmetric,0.6216985048815461
100% Corpus,6,0.9099999999999999,0.01,0.6172825993583116
100% Corpus,6,0.9099999999999999,0.31,0.6201446057615113
100% Corpus,6,0.9099999999999999,0.61,0.6280232718113763
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.6416432930550761
100% Corpus,6,0.9099999999999999,symmetric,0.6216985048815461
100% Corpus,6,symmetric,0.01,0.6176161225037927
100% Corpus,6,symmetric,0.31,0.6247860727765281
100% Corpus,6,symmetric,0.61,0.6324932008959424
100% Corpus,6,symmetric,0.9099999999999999,0.6433021973911762
100% Corpus,6,symmetric,symmetric,0.6169410388282418
100% Corpus,6,asymmetric,0.01,0.6104224497357037
100% Corpus,6,asymmetric,0.31,0.6192656748612927
100% Corpus,6,asymmetric,0.61,0.6478511731995124
100% Corpus,6,asymmetric,0.9099999999999999,0.6652860711679195
100% Corpus,6,asymmetric,symmetric,0.6120054380838635
100% Corpus,7,0.01,0.01,0.6432388849412198
100% Corpus,7,0.01,0.31,0.6246757062264608
100% Corpus,7,0.01,0.61,0.6359989384219743
100% Corpus,7,0.01,0.9099999999999999,0.6282610378992016
100% Corpus,7,0.01,symmetric,0.6375971902773443
100% Corpus,7,0.31,0.01,0.6421507192488364
100% Corpus,7,0.31,0.31,0.6234240433675555
100% Corpus,7,0.31,0.61,0.6349650076175563
100% Corpus,7,0.31,0.9099999999999999,0.6253339417422618
100% Corpus,7,0.31,symmetric,0.633825091268678
100% Corpus,7,0.61,0.01,0.6417609275116105
100% Corpus,7,0.61,0.31,0.6228953875438243
100% Corpus,7,0.61,0.61,0.6388588092739447
100% Corpus,7,0.61,0.9099999999999999,0.62397944579028
100% Corpus,7,0.61,symmetric,0.6404049675522671
100% Corpus,7,0.9099999999999999,0.01,0.6433128456817067
100% Corpus,7,0.9099999999999999,0.31,0.6296452614684426
100% Corpus,7,0.9099999999999999,0.61,0.6422286746112541
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.6273493111275894
100% Corpus,7,0.9099999999999999,symmetric,0.6404049675522671
100% Corpus,7,symmetric,0.01,0.6417609275116105
100% Corpus,7,symmetric,0.31,0.6257211263599644
100% Corpus,7,symmetric,0.61,0.6349650076175563
100% Corpus,7,symmetric,0.9099999999999999,0.6282610378992016
100% Corpus,7,symmetric,symmetric,0.6364502601256351
100% Corpus,7,asymmetric,0.01,0.6355399192512285
100% Corpus,7,asymmetric,0.31,0.6180283451049393
100% Corpus,7,asymmetric,0.61,0.6264820896050797
100% Corpus,7,asymmetric,0.9099999999999999,0.6617178502521314
100% Corpus,7,asymmetric,symmetric,0.629688727946256
100% Corpus,8,0.01,0.01,0.6291225387741478
100% Corpus,8,0.01,0.31,0.6339312860037496
100% Corpus,8,0.01,0.61,0.5428294913880752
100% Corpus,8,0.01,0.9099999999999999,0.5376702692205486
100% Corpus,8,0.01,symmetric,0.6362073440584898
100% Corpus,8,0.31,0.01,0.6347284261833925
100% Corpus,8,0.31,0.31,0.6423541481876647
100% Corpus,8,0.31,0.61,0.5576906346727559
100% Corpus,8,0.31,0.9099999999999999,0.5292614488282954
100% Corpus,8,0.31,symmetric,0.6344038665251343
100% Corpus,8,0.61,0.01,0.640251114871834
100% Corpus,8,0.61,0.31,0.6344038665251343
100% Corpus,8,0.61,0.61,0.5587413563241441
100% Corpus,8,0.61,0.9099999999999999,0.5299066612874523
100% Corpus,8,0.61,symmetric,0.6344038665251343
100% Corpus,8,0.9099999999999999,0.01,0.642647677576978
100% Corpus,8,0.9099999999999999,0.31,0.6344038665251343
100% Corpus,8,0.9099999999999999,0.61,0.6278611221864856
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.5459040668329059
100% Corpus,8,0.9099999999999999,symmetric,0.6344038665251343
100% Corpus,8,symmetric,0.01,0.6347284261833925
100% Corpus,8,symmetric,0.31,0.6410895631025857
100% Corpus,8,symmetric,0.61,0.5486981413317589
100% Corpus,8,symmetric,0.9099999999999999,0.527910927818048
100% Corpus,8,symmetric,symmetric,0.6344038665251341
100% Corpus,8,asymmetric,0.01,0.6502977297432448
100% Corpus,8,asymmetric,0.31,0.6302306858161674
100% Corpus,8,asymmetric,0.61,0.5481022568731265
100% Corpus,8,asymmetric,0.9099999999999999,0.5366601013397465
100% Corpus,8,asymmetric,symmetric,0.6424745191453369
100% Corpus,9,0.01,0.01,0.6145908064025533
100% Corpus,9,0.01,0.31,0.5971696718074735
100% Corpus,9,0.01,0.61,0.5918108319525988
100% Corpus,9,0.01,0.9099999999999999,0.5519931138707969
100% Corpus,9,0.01,symmetric,0.6016946714142528
100% Corpus,9,0.31,0.01,0.6106805329826069
100% Corpus,9,0.31,0.31,0.598129333086176
100% Corpus,9,0.31,0.61,0.5891077904562118
100% Corpus,9,0.31,0.9099999999999999,0.5521395627415624
100% Corpus,9,0.31,symmetric,0.6009879306479542
