Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,5,symmetric,0.9099999999999999,0.7338642635029891
75% Corpus,5,symmetric,symmetric,0.686718468525948
75% Corpus,5,asymmetric,0.01,0.6887679616870648
75% Corpus,5,asymmetric,0.31,0.7093187276910781
75% Corpus,5,asymmetric,0.61,0.7354795764705513
75% Corpus,5,asymmetric,0.9099999999999999,0.7553378117816296
75% Corpus,5,asymmetric,symmetric,0.709812896810123
75% Corpus,6,0.01,0.01,0.6107204811235917
75% Corpus,6,0.01,0.31,0.6446642134468478
75% Corpus,6,0.01,0.61,0.6426659568389191
75% Corpus,6,0.01,0.9099999999999999,0.6318753562661742
75% Corpus,6,0.01,symmetric,0.6452206192380898
75% Corpus,6,0.31,0.01,0.6094804160342694
75% Corpus,6,0.31,0.31,0.652011313361538
75% Corpus,6,0.31,0.61,0.5981238791299096
75% Corpus,6,0.31,0.9099999999999999,0.6335233518095311
75% Corpus,6,0.31,symmetric,0.6400760738152331
75% Corpus,6,0.61,0.01,0.6074522557268563
75% Corpus,6,0.61,0.31,0.6694734238345061
75% Corpus,6,0.61,0.61,0.5976739012824871
75% Corpus,6,0.61,0.9099999999999999,0.6279354929554954
75% Corpus,6,0.61,symmetric,0.6403272733742552
75% Corpus,6,0.9099999999999999,0.01,0.605307676573053
75% Corpus,6,0.9099999999999999,0.31,0.682287706486933
75% Corpus,6,0.9099999999999999,0.61,0.6023273166484541
75% Corpus,6,0.9099999999999999,0.9099999999999999,0.6305802492763739
75% Corpus,6,0.9099999999999999,symmetric,0.6416036813251021
75% Corpus,6,symmetric,0.01,0.6057351662707593
75% Corpus,6,symmetric,0.31,0.6467160706699279
75% Corpus,6,symmetric,0.61,0.5996260582728851
75% Corpus,6,symmetric,0.9099999999999999,0.6335233518095311
75% Corpus,6,symmetric,symmetric,0.6435061872764815
75% Corpus,6,asymmetric,0.01,0.610039914130443
75% Corpus,6,asymmetric,0.31,0.6529419951498062
75% Corpus,6,asymmetric,0.61,0.6071253930249386
75% Corpus,6,asymmetric,0.9099999999999999,0.6333237212107233
75% Corpus,6,asymmetric,symmetric,0.6465172618608768
75% Corpus,7,0.01,0.01,0.704419564692287
75% Corpus,7,0.01,0.31,0.7317139100514957
75% Corpus,7,0.01,0.61,0.6750797021832803
75% Corpus,7,0.01,0.9099999999999999,0.6460311302754864
75% Corpus,7,0.01,symmetric,0.7400603820821041
75% Corpus,7,0.31,0.01,0.6903671051438538
75% Corpus,7,0.31,0.31,0.7456707199568353
75% Corpus,7,0.31,0.61,0.6847138946432464
75% Corpus,7,0.31,0.9099999999999999,0.6342804694348064
75% Corpus,7,0.31,symmetric,0.7271591372622586
75% Corpus,7,0.61,0.01,0.6955840209893861
75% Corpus,7,0.61,0.31,0.7477219860302288
75% Corpus,7,0.61,0.61,0.6932614520707867
75% Corpus,7,0.61,0.9099999999999999,0.6439368338584295
75% Corpus,7,0.61,symmetric,0.72769536468954
75% Corpus,7,0.9099999999999999,0.01,0.6876444062314784
75% Corpus,7,0.9099999999999999,0.31,0.7568260638254666
75% Corpus,7,0.9099999999999999,0.61,0.6541367844587253
75% Corpus,7,0.9099999999999999,0.9099999999999999,0.6242269528838654
75% Corpus,7,0.9099999999999999,symmetric,0.7257141376024691
75% Corpus,7,symmetric,0.01,0.704419564692287
75% Corpus,7,symmetric,0.31,0.7341242238477755
75% Corpus,7,symmetric,0.61,0.6774900159795602
75% Corpus,7,symmetric,0.9099999999999999,0.6506028556520782
75% Corpus,7,symmetric,symmetric,0.7383261105442906
75% Corpus,7,asymmetric,0.01,0.7027564125653265
75% Corpus,7,asymmetric,0.31,0.7433259794697351
75% Corpus,7,asymmetric,0.61,0.6647740020830337
75% Corpus,7,asymmetric,0.9099999999999999,0.6481062005833496
75% Corpus,7,asymmetric,symmetric,0.7528142746858386
75% Corpus,8,0.01,0.01,0.7058161313000304
75% Corpus,8,0.01,0.31,0.6772230682306579
75% Corpus,8,0.01,0.61,0.639168994392185
75% Corpus,8,0.01,0.9099999999999999,0.6455299281660865
75% Corpus,8,0.01,symmetric,0.7032711379211887
75% Corpus,8,0.31,0.01,0.698550126571273
75% Corpus,8,0.31,0.31,0.649040828970533
75% Corpus,8,0.31,0.61,0.6417620682219313
75% Corpus,8,0.31,0.9099999999999999,0.6378846970374233
75% Corpus,8,0.31,symmetric,0.6950973578387829
75% Corpus,8,0.61,0.01,0.7020594160460336
75% Corpus,8,0.61,0.31,0.6403631568761925
75% Corpus,8,0.61,0.61,0.5934233496169914
75% Corpus,8,0.61,0.9099999999999999,0.5795297027286259
75% Corpus,8,0.61,symmetric,0.7004798132914638
75% Corpus,8,0.9099999999999999,0.01,0.7093175168836076
75% Corpus,8,0.9099999999999999,0.31,0.5838100448607355
75% Corpus,8,0.9099999999999999,0.61,0.6350525100556899
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.6037945885069763
75% Corpus,8,0.9099999999999999,symmetric,0.688542936713543
75% Corpus,8,symmetric,0.01,0.7052435960701411
75% Corpus,8,symmetric,0.31,0.6644825160573746
75% Corpus,8,symmetric,0.61,0.6456131326687743
75% Corpus,8,symmetric,0.9099999999999999,0.6435311852125105
75% Corpus,8,symmetric,symmetric,0.6929575562542345
75% Corpus,8,asymmetric,0.01,0.6974980664439371
75% Corpus,8,asymmetric,0.31,0.652028425246173
75% Corpus,8,asymmetric,0.61,0.621296837091859
75% Corpus,8,asymmetric,0.9099999999999999,0.5940979606261645
75% Corpus,8,asymmetric,symmetric,0.6784734626671066
75% Corpus,9,0.01,0.01,0.6082140318622644
75% Corpus,9,0.01,0.31,0.6118253867737908
75% Corpus,9,0.01,0.61,0.5880436597187015
75% Corpus,9,0.01,0.9099999999999999,0.5753270418586863
75% Corpus,9,0.01,symmetric,0.6092426163910749
75% Corpus,9,0.31,0.01,0.6197843007830062
75% Corpus,9,0.31,0.31,0.609492995525781
75% Corpus,9,0.31,0.61,0.5891248342679134
75% Corpus,9,0.31,0.9099999999999999,0.5720950546765806
75% Corpus,9,0.31,symmetric,0.5950197253100361
75% Corpus,9,0.61,0.01,0.6171873911432569
75% Corpus,9,0.61,0.31,0.6100781211680462
75% Corpus,9,0.61,0.61,0.5809148833495629
75% Corpus,9,0.61,0.9099999999999999,0.5641335353600563
75% Corpus,9,0.61,symmetric,0.5939946383601049
75% Corpus,9,0.9099999999999999,0.01,0.613963099590292
75% Corpus,9,0.9099999999999999,0.31,0.6098874619618078
75% Corpus,9,0.9099999999999999,0.61,0.572963388143157
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.5540270726393618
75% Corpus,9,0.9099999999999999,symmetric,0.5885152315796867
75% Corpus,9,symmetric,0.01,0.6106342354439458
75% Corpus,9,symmetric,0.31,0.6116030950251246
75% Corpus,9,symmetric,0.61,0.5918546455589345
75% Corpus,9,symmetric,0.9099999999999999,0.5753270418586863
75% Corpus,9,symmetric,symmetric,0.6077383601377865
75% Corpus,9,asymmetric,0.01,0.6217363088704596
75% Corpus,9,asymmetric,0.31,0.604705696006629
75% Corpus,9,asymmetric,0.61,0.5898378064100478
75% Corpus,9,asymmetric,0.9099999999999999,0.5618847766170237
75% Corpus,9,asymmetric,symmetric,0.5951314734555947
75% Corpus,10,0.01,0.01,0.6370016701803771
75% Corpus,10,0.01,0.31,0.6241244660863546
75% Corpus,10,0.01,0.61,0.6125998010856364
75% Corpus,10,0.01,0.9099999999999999,0.5883966306279871
75% Corpus,10,0.01,symmetric,0.5925293360380436
75% Corpus,10,0.31,0.01,0.5966955137043471
75% Corpus,10,0.31,0.31,0.5869969527316997
75% Corpus,10,0.31,0.61,0.629142574289388
75% Corpus,10,0.31,0.9099999999999999,0.5887283329611374
75% Corpus,10,0.31,symmetric,0.5976766565332061
75% Corpus,10,0.61,0.01,0.5860017892304215
75% Corpus,10,0.61,0.31,0.5913320762710073
75% Corpus,10,0.61,0.61,0.613197549355897
75% Corpus,10,0.61,0.9099999999999999,0.5769438292141449
75% Corpus,10,0.61,symmetric,0.5985972025799381
75% Corpus,10,0.9099999999999999,0.01,0.5488783741562013
75% Corpus,10,0.9099999999999999,0.31,0.5937355919956795
75% Corpus,10,0.9099999999999999,0.61,0.5713416005479549
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.5640926393744252
75% Corpus,10,0.9099999999999999,symmetric,0.5464440560177789
75% Corpus,10,symmetric,0.01,0.63061941204665
75% Corpus,10,symmetric,0.31,0.596367850519594
75% Corpus,10,symmetric,0.61,0.6173178390757023
75% Corpus,10,symmetric,0.9099999999999999,0.5928601913284774
75% Corpus,10,symmetric,symmetric,0.5889201577455283
75% Corpus,10,asymmetric,0.01,0.6126733846305477
75% Corpus,10,asymmetric,0.31,0.588089755427905
75% Corpus,10,asymmetric,0.61,0.5806200750173075
75% Corpus,10,asymmetric,0.9099999999999999,0.5694740259013218
75% Corpus,10,asymmetric,symmetric,0.5996655779925066
100% Corpus,2,0.01,0.01,0.30920692131323024
100% Corpus,2,0.01,0.31,0.30920692131323024
100% Corpus,2,0.01,0.61,0.30920692131323024
100% Corpus,2,0.01,0.9099999999999999,0.30920692131323024
100% Corpus,2,0.01,symmetric,0.30920692131323024
100% Corpus,2,0.31,0.01,0.30920692131323024
100% Corpus,2,0.31,0.31,0.30920692131323024
100% Corpus,2,0.31,0.61,0.30920692131323024
100% Corpus,2,0.31,0.9099999999999999,0.30920692131323024
100% Corpus,2,0.31,symmetric,0.30920692131323024
100% Corpus,2,0.61,0.01,0.30920692131323024
100% Corpus,2,0.61,0.31,0.30920692131323024
100% Corpus,2,0.61,0.61,0.30920692131323024
100% Corpus,2,0.61,0.9099999999999999,0.30920692131323024
100% Corpus,2,0.61,symmetric,0.30920692131323024
100% Corpus,2,0.9099999999999999,0.01,0.30920692131323024
100% Corpus,2,0.9099999999999999,0.31,0.30920692131323024
100% Corpus,2,0.9099999999999999,0.61,0.30920692131323024
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.30920692131323024
100% Corpus,2,0.9099999999999999,symmetric,0.30920692131323024
100% Corpus,2,symmetric,0.01,0.30920692131323024
100% Corpus,2,symmetric,0.31,0.30920692131323024
100% Corpus,2,symmetric,0.61,0.30920692131323024
100% Corpus,2,symmetric,0.9099999999999999,0.30920692131323024
100% Corpus,2,symmetric,symmetric,0.30920692131323024
100% Corpus,2,asymmetric,0.01,0.30920692131323024
100% Corpus,2,asymmetric,0.31,0.30920692131323024
100% Corpus,2,asymmetric,0.61,0.30920692131323024
100% Corpus,2,asymmetric,0.9099999999999999,0.30920692131323024
100% Corpus,2,asymmetric,symmetric,0.30920692131323024
100% Corpus,3,0.01,0.01,0.3992352202315681
100% Corpus,3,0.01,0.31,0.3992352202315681
100% Corpus,3,0.01,0.61,0.3992352202315681
100% Corpus,3,0.01,0.9099999999999999,0.3992352202315681
100% Corpus,3,0.01,symmetric,0.3992352202315681
100% Corpus,3,0.31,0.01,0.39923522023156816
100% Corpus,3,0.31,0.31,0.3992352202315681
100% Corpus,3,0.31,0.61,0.3992352202315681
100% Corpus,3,0.31,0.9099999999999999,0.3992352202315681
100% Corpus,3,0.31,symmetric,0.3992352202315681
100% Corpus,3,0.61,0.01,0.3992352202315681
100% Corpus,3,0.61,0.31,0.3992352202315681
100% Corpus,3,0.61,0.61,0.3992352202315681
100% Corpus,3,0.61,0.9099999999999999,0.3992352202315681
100% Corpus,3,0.61,symmetric,0.3992352202315681
100% Corpus,3,0.9099999999999999,0.01,0.3992352202315681
100% Corpus,3,0.9099999999999999,0.31,0.3992352202315681
100% Corpus,3,0.9099999999999999,0.61,0.3992352202315681
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.3992352202315681
100% Corpus,3,0.9099999999999999,symmetric,0.3992352202315681
100% Corpus,3,symmetric,0.01,0.39923522023156816
100% Corpus,3,symmetric,0.31,0.3992352202315681
100% Corpus,3,symmetric,0.61,0.3992352202315681
100% Corpus,3,symmetric,0.9099999999999999,0.3992352202315681
100% Corpus,3,symmetric,symmetric,0.3992352202315681
100% Corpus,3,asymmetric,0.01,0.39923522023156816
100% Corpus,3,asymmetric,0.31,0.3992352202315681
100% Corpus,3,asymmetric,0.61,0.3992352202315681
100% Corpus,3,asymmetric,0.9099999999999999,0.3992352202315681
100% Corpus,3,asymmetric,symmetric,0.3992352202315681
100% Corpus,4,0.01,0.01,0.5926406774266622
100% Corpus,4,0.01,0.31,0.636501415094322
100% Corpus,4,0.01,0.61,0.5621041953189407
100% Corpus,4,0.01,0.9099999999999999,0.6979811081205767
100% Corpus,4,0.01,symmetric,0.636501415094322
100% Corpus,4,0.31,0.01,0.5926406774266622
100% Corpus,4,0.31,0.31,0.636501415094322
100% Corpus,4,0.31,0.61,0.5926612987972779
100% Corpus,4,0.31,0.9099999999999999,0.6979811081205767
100% Corpus,4,0.31,symmetric,0.636501415094322
100% Corpus,4,0.61,0.01,0.5926406774266622
100% Corpus,4,0.61,0.31,0.636501415094322
100% Corpus,4,0.61,0.61,0.6127558489149701
100% Corpus,4,0.61,0.9099999999999999,0.6979811081205767
100% Corpus,4,0.61,symmetric,0.636501415094322
100% Corpus,4,0.9099999999999999,0.01,0.5926406774266622
100% Corpus,4,0.9099999999999999,0.31,0.636501415094322
100% Corpus,4,0.9099999999999999,0.61,0.6351753182619446
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.687658635340047
100% Corpus,4,0.9099999999999999,symmetric,0.636501415094322
100% Corpus,4,symmetric,0.01,0.5926406774266622
100% Corpus,4,symmetric,0.31,0.636501415094322
100% Corpus,4,symmetric,0.61,0.5916247983159434
100% Corpus,4,symmetric,0.9099999999999999,0.6979811081205767
100% Corpus,4,symmetric,symmetric,0.636501415094322
100% Corpus,4,asymmetric,0.01,0.5932109983078266
100% Corpus,4,asymmetric,0.31,0.636501415094322
100% Corpus,4,asymmetric,0.61,0.4898065419559722
100% Corpus,4,asymmetric,0.9099999999999999,0.6979811081205768
100% Corpus,4,asymmetric,symmetric,0.636501415094322
100% Corpus,5,0.01,0.01,0.6168417093224636
100% Corpus,5,0.01,0.31,0.5642944449798912
100% Corpus,5,0.01,0.61,0.5845784233704527
100% Corpus,5,0.01,0.9099999999999999,0.6478118741369651
100% Corpus,5,0.01,symmetric,0.5662857309374001
100% Corpus,5,0.31,0.01,0.6168417093224636
100% Corpus,5,0.31,0.31,0.5759586757265021
100% Corpus,5,0.31,0.61,0.5980267248612539
100% Corpus,5,0.31,0.9099999999999999,0.6574895315622793
100% Corpus,5,0.31,symmetric,0.5817425866913009
100% Corpus,5,0.61,0.01,0.6240337151252019
100% Corpus,5,0.61,0.31,0.5734067490109682
100% Corpus,5,0.61,0.61,0.6057852659567994
100% Corpus,5,0.61,0.9099999999999999,0.6585030741671467
100% Corpus,5,0.61,symmetric,0.5879553929826651
100% Corpus,5,0.9099999999999999,0.01,0.6282953306235385
100% Corpus,5,0.9099999999999999,0.31,0.5995518729960552
100% Corpus,5,0.9099999999999999,0.61,0.6053488568688681
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.6585030741671467
100% Corpus,5,0.9099999999999999,symmetric,0.6180666155362472
100% Corpus,5,symmetric,0.01,0.6168417093224636
100% Corpus,5,symmetric,0.31,0.5759586757265021
100% Corpus,5,symmetric,0.61,0.6050461647457965
100% Corpus,5,symmetric,0.9099999999999999,0.6584900140323555
100% Corpus,5,symmetric,symmetric,0.5817425866913009
100% Corpus,5,asymmetric,0.01,0.606566537798123
100% Corpus,5,asymmetric,0.31,0.5828006721470145
100% Corpus,5,asymmetric,0.61,0.6052573902638239
100% Corpus,5,asymmetric,0.9099999999999999,0.6595035566372228
100% Corpus,5,asymmetric,symmetric,0.597198616489526
100% Corpus,6,0.01,0.01,0.5941879402764235
100% Corpus,6,0.01,0.31,0.6109069008230296
100% Corpus,6,0.01,0.61,0.646555676382318
100% Corpus,6,0.01,0.9099999999999999,0.5970590182994714
100% Corpus,6,0.01,symmetric,0.6062188990136855
100% Corpus,6,0.31,0.01,0.59615041162326
100% Corpus,6,0.31,0.31,0.6284221010893178
100% Corpus,6,0.31,0.61,0.6655564449236006
100% Corpus,6,0.31,0.9099999999999999,0.5970589707299493
100% Corpus,6,0.31,symmetric,0.5980775963789339
100% Corpus,6,0.61,0.01,0.5946482427755527
100% Corpus,6,0.61,0.31,0.6530674650127403
100% Corpus,6,0.61,0.61,0.6493657433242251
100% Corpus,6,0.61,0.9099999999999999,0.601960779769083
100% Corpus,6,0.61,symmetric,0.6075706121467619
100% Corpus,6,0.9099999999999999,0.01,0.5958138698231391
100% Corpus,6,0.9099999999999999,0.31,0.6401962073793578
100% Corpus,6,0.9099999999999999,0.61,0.6392930568456698
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.6379532416401057
100% Corpus,6,0.9099999999999999,symmetric,0.6026809766467879
100% Corpus,6,symmetric,0.01,0.5884625633989277
100% Corpus,6,symmetric,0.31,0.6143715634130494
100% Corpus,6,symmetric,0.61,0.6494017796596183
100% Corpus,6,symmetric,0.9099999999999999,0.612164638063566
100% Corpus,6,symmetric,symmetric,0.5980775963789339
100% Corpus,6,asymmetric,0.01,0.5996400136951421
100% Corpus,6,asymmetric,0.31,0.6236385936293752
100% Corpus,6,asymmetric,0.61,0.6425634586727128
100% Corpus,6,asymmetric,0.9099999999999999,0.6345384213764422
100% Corpus,6,asymmetric,symmetric,0.6123028549075064
100% Corpus,7,0.01,0.01,0.6747469542087973
100% Corpus,7,0.01,0.31,0.584908578574756
100% Corpus,7,0.01,0.61,0.5252555742040029
100% Corpus,7,0.01,0.9099999999999999,0.5215914262855532
100% Corpus,7,0.01,symmetric,0.6565501140208391
100% Corpus,7,0.31,0.01,0.6631944687693175
100% Corpus,7,0.31,0.31,0.600457278932973
100% Corpus,7,0.31,0.61,0.5183821542338469
100% Corpus,7,0.31,0.9099999999999999,0.5138949744499552
100% Corpus,7,0.31,symmetric,0.6868978272852141
100% Corpus,7,0.61,0.01,0.6412179470642895
100% Corpus,7,0.61,0.31,0.5367748614045634
100% Corpus,7,0.61,0.61,0.5190936659870383
100% Corpus,7,0.61,0.9099999999999999,0.5235598716224227
100% Corpus,7,0.61,symmetric,0.6763567261009289
100% Corpus,7,0.9099999999999999,0.01,0.6250771447390476
100% Corpus,7,0.9099999999999999,0.31,0.5643278024109766
100% Corpus,7,0.9099999999999999,0.61,0.520999655569799
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.5179196346749035
100% Corpus,7,0.9099999999999999,symmetric,0.5753638621857878
100% Corpus,7,symmetric,0.01,0.6594746613052661
100% Corpus,7,symmetric,0.31,0.5826987867719885
100% Corpus,7,symmetric,0.61,0.5177605568014426
100% Corpus,7,symmetric,0.9099999999999999,0.5078920433504831
100% Corpus,7,symmetric,symmetric,0.6899075685969633
100% Corpus,7,asymmetric,0.01,0.6786067478217186
100% Corpus,7,asymmetric,0.31,0.6127743539963072
100% Corpus,7,asymmetric,0.61,0.5711110101491838
100% Corpus,7,asymmetric,0.9099999999999999,0.5523075327255518
100% Corpus,7,asymmetric,symmetric,0.6257542019563426
100% Corpus,8,0.01,0.01,0.7041236173367367
100% Corpus,8,0.01,0.31,0.6710294642403697
100% Corpus,8,0.01,0.61,0.6607667852905202
100% Corpus,8,0.01,0.9099999999999999,0.661477370852279
100% Corpus,8,0.01,symmetric,0.6967775608411901
100% Corpus,8,0.31,0.01,0.6963526316165674
100% Corpus,8,0.31,0.31,0.6573585310548407
100% Corpus,8,0.31,0.61,0.6672711758339134
100% Corpus,8,0.31,0.9099999999999999,0.6690093756567624
100% Corpus,8,0.31,symmetric,0.6851888397598276
100% Corpus,8,0.61,0.01,0.6971759371920712
100% Corpus,8,0.61,0.31,0.6185363294344592
100% Corpus,8,0.61,0.61,0.6552740107095557
100% Corpus,8,0.61,0.9099999999999999,0.6705937849475274
100% Corpus,8,0.61,symmetric,0.6776202920048381
100% Corpus,8,0.9099999999999999,0.01,0.6877978409253134
100% Corpus,8,0.9099999999999999,0.31,0.6630546550847676
100% Corpus,8,0.9099999999999999,0.61,0.668080798136018
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.6357984645981659
100% Corpus,8,0.9099999999999999,symmetric,0.6316578388073595
100% Corpus,8,symmetric,0.01,0.6993088315144058
100% Corpus,8,symmetric,0.31,0.6740960406936731
100% Corpus,8,symmetric,0.61,0.6693017367611305
100% Corpus,8,symmetric,0.9099999999999999,0.665150281496505
100% Corpus,8,symmetric,symmetric,0.6888795620380842
100% Corpus,8,asymmetric,0.01,0.6956623962207098
100% Corpus,8,asymmetric,0.31,0.6993758360719179
100% Corpus,8,asymmetric,0.61,0.6461364733036135
100% Corpus,8,asymmetric,0.9099999999999999,0.666832746172656
100% Corpus,8,asymmetric,symmetric,0.6836808946779559
100% Corpus,9,0.01,0.01,0.5839736348461882
100% Corpus,9,0.01,0.31,0.54222890360797
100% Corpus,9,0.01,0.61,0.6046638954588419
100% Corpus,9,0.01,0.9099999999999999,0.6170215244910316
100% Corpus,9,0.01,symmetric,0.6026499136711806
100% Corpus,9,0.31,0.01,0.6046308822985424
100% Corpus,9,0.31,0.31,0.5799667791664804
100% Corpus,9,0.31,0.61,0.5718864917983429
100% Corpus,9,0.31,0.9099999999999999,0.5748158118487208
100% Corpus,9,0.31,symmetric,0.6019768743633978
