Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.61,0.01,0.6093621370970026
100% Corpus,9,0.61,0.31,0.6575045007692331
100% Corpus,9,0.61,0.61,0.6523561802973875
100% Corpus,9,0.61,0.9099999999999999,0.6326037243036802
100% Corpus,9,0.61,symmetric,0.6299946003694413
100% Corpus,9,0.9099999999999999,0.01,0.6198655952190126
100% Corpus,9,0.9099999999999999,0.31,0.6628301345113541
100% Corpus,9,0.9099999999999999,0.61,0.6520805241348892
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.6231509696628748
100% Corpus,9,0.9099999999999999,symmetric,0.6046032487844044
100% Corpus,9,symmetric,0.01,0.5969941682591426
100% Corpus,9,symmetric,0.31,0.6512316510946927
100% Corpus,9,symmetric,0.61,0.6361089929229558
100% Corpus,9,symmetric,0.9099999999999999,0.6335497574371929
100% Corpus,9,symmetric,symmetric,0.634538906819336
100% Corpus,9,asymmetric,0.01,0.5964284078805676
100% Corpus,9,asymmetric,0.31,0.6527989362783202
100% Corpus,9,asymmetric,0.61,0.6347711159206392
100% Corpus,9,asymmetric,0.9099999999999999,0.6304421359772531
100% Corpus,9,asymmetric,symmetric,0.634538906819336
100% Corpus,10,0.01,0.01,0.6185935215351168
100% Corpus,10,0.01,0.31,0.6152062213150391
100% Corpus,10,0.01,0.61,0.5742414233134313
100% Corpus,10,0.01,0.9099999999999999,0.5747712289687861
100% Corpus,10,0.01,symmetric,0.6192225535748932
100% Corpus,10,0.31,0.01,0.6234591199187046
100% Corpus,10,0.31,0.31,0.6069967333516046
100% Corpus,10,0.31,0.61,0.576512320277452
100% Corpus,10,0.31,0.9099999999999999,0.572457578930808
100% Corpus,10,0.31,symmetric,0.620771662367506
100% Corpus,10,0.61,0.01,0.6155974451852968
100% Corpus,10,0.61,0.31,0.6005878403896886
100% Corpus,10,0.61,0.61,0.5672860743233761
100% Corpus,10,0.61,0.9099999999999999,0.5670874074699227
100% Corpus,10,0.61,symmetric,0.6125456936875268
100% Corpus,10,0.9099999999999999,0.01,0.6110971697569557
100% Corpus,10,0.9099999999999999,0.31,0.6048774443165829
100% Corpus,10,0.9099999999999999,0.61,0.542280604383124
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.5529484946753314
100% Corpus,10,0.9099999999999999,symmetric,0.6118668554378968
100% Corpus,10,symmetric,0.01,0.6194382845181108
100% Corpus,10,symmetric,0.31,0.610607769246619
100% Corpus,10,symmetric,0.61,0.577678917622858
100% Corpus,10,symmetric,0.9099999999999999,0.573913375957523
100% Corpus,10,symmetric,symmetric,0.6247256072279337
100% Corpus,10,asymmetric,0.01,0.6228637006741635
100% Corpus,10,asymmetric,0.31,0.6013047990708785
100% Corpus,10,asymmetric,0.61,0.5788829280366616
100% Corpus,10,asymmetric,0.9099999999999999,0.583290397725641
100% Corpus,10,asymmetric,symmetric,0.6247256072279337
