Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,7,symmetric,0.61,0.5725472303473731
75% Corpus,7,symmetric,0.9099999999999999,0.5452499526465857
75% Corpus,7,symmetric,symmetric,0.600926008510186
75% Corpus,7,asymmetric,0.01,0.5963539121686995
75% Corpus,7,asymmetric,0.31,0.6245960375102569
75% Corpus,7,asymmetric,0.61,0.563779653718476
75% Corpus,7,asymmetric,0.9099999999999999,0.5302021035973856
75% Corpus,7,asymmetric,symmetric,0.5974921745839696
75% Corpus,8,0.01,0.01,0.5894500569970227
75% Corpus,8,0.01,0.31,0.5647931806743325
75% Corpus,8,0.01,0.61,0.5528679268311866
75% Corpus,8,0.01,0.9099999999999999,0.5558525199182326
75% Corpus,8,0.01,symmetric,0.598393788203399
75% Corpus,8,0.31,0.01,0.5963579549063375
75% Corpus,8,0.31,0.31,0.5723581465775625
75% Corpus,8,0.31,0.61,0.5479798056071308
75% Corpus,8,0.31,0.9099999999999999,0.5462663315620674
75% Corpus,8,0.31,symmetric,0.6162425353299796
75% Corpus,8,0.61,0.01,0.590457489215206
75% Corpus,8,0.61,0.31,0.5776519907057596
75% Corpus,8,0.61,0.61,0.5448604000883732
75% Corpus,8,0.61,0.9099999999999999,0.5562870460101779
75% Corpus,8,0.61,symmetric,0.6130095855336202
75% Corpus,8,0.9099999999999999,0.01,0.5915318175412521
75% Corpus,8,0.9099999999999999,0.31,0.5846161663629524
75% Corpus,8,0.9099999999999999,0.61,0.5539687379224931
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.5598765995846688
75% Corpus,8,0.9099999999999999,symmetric,0.610099615667869
75% Corpus,8,symmetric,0.01,0.5898061949681372
75% Corpus,8,symmetric,0.31,0.5661692929291344
75% Corpus,8,symmetric,0.61,0.5495751512194228
75% Corpus,8,symmetric,0.9099999999999999,0.5542028379607997
75% Corpus,8,symmetric,symmetric,0.6072371774624914
75% Corpus,8,asymmetric,0.01,0.5849378027109591
75% Corpus,8,asymmetric,0.31,0.5691077800945678
75% Corpus,8,asymmetric,0.61,0.5515963202948424
75% Corpus,8,asymmetric,0.9099999999999999,0.5550825535734358
75% Corpus,8,asymmetric,symmetric,0.6103714583189542
75% Corpus,9,0.01,0.01,0.6050004658845506
75% Corpus,9,0.01,0.31,0.603330271433701
75% Corpus,9,0.01,0.61,0.6034299977278023
75% Corpus,9,0.01,0.9099999999999999,0.6030250915106954
75% Corpus,9,0.01,symmetric,0.6055002118354301
75% Corpus,9,0.31,0.01,0.6040391184569811
75% Corpus,9,0.31,0.31,0.6040300508115625
75% Corpus,9,0.31,0.61,0.6016862128410235
75% Corpus,9,0.31,0.9099999999999999,0.5949041158963381
75% Corpus,9,0.31,symmetric,0.6048575490246566
75% Corpus,9,0.61,0.01,0.6025668225180039
75% Corpus,9,0.61,0.31,0.6054093232677393
75% Corpus,9,0.61,0.61,0.601507552233195
75% Corpus,9,0.61,0.9099999999999999,0.602177998996037
75% Corpus,9,0.61,symmetric,0.6012175609718454
75% Corpus,9,0.9099999999999999,0.01,0.6024604526391684
75% Corpus,9,0.9099999999999999,0.31,0.6054769338250301
75% Corpus,9,0.9099999999999999,0.61,0.6054813693112469
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.6105882194468174
75% Corpus,9,0.9099999999999999,symmetric,0.5950306697663171
75% Corpus,9,symmetric,0.01,0.6043646235733509
75% Corpus,9,symmetric,0.31,0.604117775349787
75% Corpus,9,symmetric,0.61,0.6034299977278023
75% Corpus,9,symmetric,0.9099999999999999,0.5985782595219231
75% Corpus,9,symmetric,symmetric,0.6016753660375138
75% Corpus,9,asymmetric,0.01,0.5992679807244984
75% Corpus,9,asymmetric,0.31,0.6038204118900616
75% Corpus,9,asymmetric,0.61,0.6014765391218679
75% Corpus,9,asymmetric,0.9099999999999999,0.5950254501913979
75% Corpus,9,asymmetric,symmetric,0.6057373826708435
75% Corpus,10,0.01,0.01,0.5808535670560908
75% Corpus,10,0.01,0.31,0.5806139105089522
75% Corpus,10,0.01,0.61,0.5950575709922683
75% Corpus,10,0.01,0.9099999999999999,0.6132300668635818
75% Corpus,10,0.01,symmetric,0.5703933190772614
75% Corpus,10,0.31,0.01,0.577959963631703
75% Corpus,10,0.31,0.31,0.5682290836887074
75% Corpus,10,0.31,0.61,0.6097152125949685
75% Corpus,10,0.31,0.9099999999999999,0.5731762411623397
75% Corpus,10,0.31,symmetric,0.568634085035754
75% Corpus,10,0.61,0.01,0.5745678462274635
75% Corpus,10,0.61,0.31,0.5669897692130007
75% Corpus,10,0.61,0.61,0.5927553124760198
75% Corpus,10,0.61,0.9099999999999999,0.5639179459964647
75% Corpus,10,0.61,symmetric,0.5660591031280575
75% Corpus,10,0.9099999999999999,0.01,0.5788467315545851
75% Corpus,10,0.9099999999999999,0.31,0.5614281245036616
75% Corpus,10,0.9099999999999999,0.61,0.5846087463303145
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.5807323327494994
75% Corpus,10,0.9099999999999999,symmetric,0.5630241030956361
75% Corpus,10,symmetric,0.01,0.5822558866774121
75% Corpus,10,symmetric,0.31,0.5700224340253042
75% Corpus,10,symmetric,0.61,0.5952971020890246
75% Corpus,10,symmetric,0.9099999999999999,0.5967685448726495
75% Corpus,10,symmetric,symmetric,0.5708866791229331
75% Corpus,10,asymmetric,0.01,0.5975814827299345
75% Corpus,10,asymmetric,0.31,0.5768810074107724
75% Corpus,10,asymmetric,0.61,0.5930316918714122
75% Corpus,10,asymmetric,0.9099999999999999,0.6104037288270572
75% Corpus,10,asymmetric,symmetric,0.5761852971602259
100% Corpus,2,0.01,0.01,0.23919335445902112
100% Corpus,2,0.01,0.31,0.23237218608056304
100% Corpus,2,0.01,0.61,0.25552628002999905
100% Corpus,2,0.01,0.9099999999999999,0.23407696993107566
100% Corpus,2,0.01,symmetric,0.24024953298531235
100% Corpus,2,0.31,0.01,0.23919335445902118
100% Corpus,2,0.31,0.31,0.232372186080563
100% Corpus,2,0.31,0.61,0.25552628002999905
100% Corpus,2,0.31,0.9099999999999999,0.23407696993107563
100% Corpus,2,0.31,symmetric,0.232372186080563
100% Corpus,2,0.61,0.01,0.23919335445902112
100% Corpus,2,0.61,0.31,0.232372186080563
100% Corpus,2,0.61,0.61,0.25552628002999905
100% Corpus,2,0.61,0.9099999999999999,0.23407696993107563
100% Corpus,2,0.61,symmetric,0.232372186080563
100% Corpus,2,0.9099999999999999,0.01,0.23919335445902112
100% Corpus,2,0.9099999999999999,0.31,0.232372186080563
100% Corpus,2,0.9099999999999999,0.61,0.24764893312524972
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.23407696993107563
100% Corpus,2,0.9099999999999999,symmetric,0.232372186080563
100% Corpus,2,symmetric,0.01,0.23919335445902112
100% Corpus,2,symmetric,0.31,0.232372186080563
100% Corpus,2,symmetric,0.61,0.25552628002999905
100% Corpus,2,symmetric,0.9099999999999999,0.23407696993107563
100% Corpus,2,symmetric,symmetric,0.232372186080563
100% Corpus,2,asymmetric,0.01,0.23919335445902112
100% Corpus,2,asymmetric,0.31,0.232372186080563
100% Corpus,2,asymmetric,0.61,0.24748252892798445
100% Corpus,2,asymmetric,0.9099999999999999,0.23407696993107566
100% Corpus,2,asymmetric,symmetric,0.23237218608056304
100% Corpus,3,0.01,0.01,0.46038361449459586
100% Corpus,3,0.01,0.31,0.4593521930500733
100% Corpus,3,0.01,0.61,0.4593521930500733
100% Corpus,3,0.01,0.9099999999999999,0.4685100482492483
100% Corpus,3,0.01,symmetric,0.4593521930500733
100% Corpus,3,0.31,0.01,0.46038361449459586
100% Corpus,3,0.31,0.31,0.4593521930500733
100% Corpus,3,0.31,0.61,0.4593521930500733
100% Corpus,3,0.31,0.9099999999999999,0.4685100482492483
100% Corpus,3,0.31,symmetric,0.4593521930500733
100% Corpus,3,0.61,0.01,0.46038361449459586
100% Corpus,3,0.61,0.31,0.4593521930500733
100% Corpus,3,0.61,0.61,0.4593521930500733
100% Corpus,3,0.61,0.9099999999999999,0.4685100482492483
100% Corpus,3,0.61,symmetric,0.4593521930500733
100% Corpus,3,0.9099999999999999,0.01,0.46038361449459586
100% Corpus,3,0.9099999999999999,0.31,0.4593521930500733
100% Corpus,3,0.9099999999999999,0.61,0.4593521930500733
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.4685100482492483
100% Corpus,3,0.9099999999999999,symmetric,0.4593521930500733
100% Corpus,3,symmetric,0.01,0.46038361449459586
100% Corpus,3,symmetric,0.31,0.4593521930500733
100% Corpus,3,symmetric,0.61,0.4593521930500733
100% Corpus,3,symmetric,0.9099999999999999,0.4685100482492483
100% Corpus,3,symmetric,symmetric,0.4593521930500733
100% Corpus,3,asymmetric,0.01,0.46038361449459586
100% Corpus,3,asymmetric,0.31,0.4593521930500733
100% Corpus,3,asymmetric,0.61,0.4593521930500733
100% Corpus,3,asymmetric,0.9099999999999999,0.4685100482492483
100% Corpus,3,asymmetric,symmetric,0.4593521930500733
100% Corpus,4,0.01,0.01,0.47200662267575505
100% Corpus,4,0.01,0.31,0.48476611429220207
100% Corpus,4,0.01,0.61,0.4649157114848287
100% Corpus,4,0.01,0.9099999999999999,0.46491571148482874
100% Corpus,4,0.01,symmetric,0.48476611429220207
100% Corpus,4,0.31,0.01,0.47200662267575505
100% Corpus,4,0.31,0.31,0.48476611429220207
100% Corpus,4,0.31,0.61,0.4827011502161289
100% Corpus,4,0.31,0.9099999999999999,0.46491571148482874
100% Corpus,4,0.31,symmetric,0.48476611429220207
100% Corpus,4,0.61,0.01,0.472006622675755
100% Corpus,4,0.61,0.31,0.48476611429220207
100% Corpus,4,0.61,0.61,0.4827011502161289
100% Corpus,4,0.61,0.9099999999999999,0.4649157114848287
100% Corpus,4,0.61,symmetric,0.4850267719229355
100% Corpus,4,0.9099999999999999,0.01,0.47471120963357144
100% Corpus,4,0.9099999999999999,0.31,0.48502677192293553
100% Corpus,4,0.9099999999999999,0.61,0.482505147158356
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.4827011502161289
100% Corpus,4,0.9099999999999999,symmetric,0.48502677192293553
100% Corpus,4,symmetric,0.01,0.472006622675755
100% Corpus,4,symmetric,0.31,0.48476611429220207
100% Corpus,4,symmetric,0.61,0.4827011502161289
100% Corpus,4,symmetric,0.9099999999999999,0.46491571148482874
100% Corpus,4,symmetric,symmetric,0.48476611429220207
100% Corpus,4,asymmetric,0.01,0.47200662267575505
100% Corpus,4,asymmetric,0.31,0.48476611429220207
100% Corpus,4,asymmetric,0.61,0.4827011502161289
100% Corpus,4,asymmetric,0.9099999999999999,0.46570927351452324
100% Corpus,4,asymmetric,symmetric,0.48502677192293553
100% Corpus,5,0.01,0.01,0.6765232431676551
100% Corpus,5,0.01,0.31,0.6606255024629665
100% Corpus,5,0.01,0.61,0.6620490690511479
100% Corpus,5,0.01,0.9099999999999999,0.6528718894984349
100% Corpus,5,0.01,symmetric,0.6747144694605781
100% Corpus,5,0.31,0.01,0.676523243167655
100% Corpus,5,0.31,0.31,0.6606255024629665
100% Corpus,5,0.31,0.61,0.6620490690511479
100% Corpus,5,0.31,0.9099999999999999,0.6620490690511479
100% Corpus,5,0.31,symmetric,0.6747144694605781
100% Corpus,5,0.61,0.01,0.6815262850104741
100% Corpus,5,0.61,0.31,0.6747144694605781
100% Corpus,5,0.61,0.61,0.6620490690511479
100% Corpus,5,0.61,0.9099999999999999,0.6620490690511479
100% Corpus,5,0.61,symmetric,0.6747144694605781
100% Corpus,5,0.9099999999999999,0.01,0.6767069391651683
100% Corpus,5,0.9099999999999999,0.31,0.6747144694605781
100% Corpus,5,0.9099999999999999,0.61,0.6620490690511479
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.6568602861971368
100% Corpus,5,0.9099999999999999,symmetric,0.6747144694605781
100% Corpus,5,symmetric,0.01,0.6765232431676551
100% Corpus,5,symmetric,0.31,0.6606255024629665
100% Corpus,5,symmetric,0.61,0.6620490690511479
100% Corpus,5,symmetric,0.9099999999999999,0.6528718894984349
100% Corpus,5,symmetric,symmetric,0.6747144694605781
100% Corpus,5,asymmetric,0.01,0.6765232431676551
100% Corpus,5,asymmetric,0.31,0.6741326890208494
100% Corpus,5,asymmetric,0.61,0.6620490690511479
100% Corpus,5,asymmetric,0.9099999999999999,0.6620490690511479
100% Corpus,5,asymmetric,symmetric,0.6747144694605781
100% Corpus,6,0.01,0.01,0.6612016254216574
100% Corpus,6,0.01,0.31,0.5816699039501954
100% Corpus,6,0.01,0.61,0.602732930862333
100% Corpus,6,0.01,0.9099999999999999,0.6183032481537087
100% Corpus,6,0.01,symmetric,0.5812802901227094
100% Corpus,6,0.31,0.01,0.6758904307591771
100% Corpus,6,0.31,0.31,0.5816699039501954
100% Corpus,6,0.31,0.61,0.6103052617407047
100% Corpus,6,0.31,0.9099999999999999,0.6101246277070759
100% Corpus,6,0.31,symmetric,0.6037400382377015
100% Corpus,6,0.61,0.01,0.6767508932947032
100% Corpus,6,0.61,0.31,0.5931889824393952
100% Corpus,6,0.61,0.61,0.6176155809421099
100% Corpus,6,0.61,0.9099999999999999,0.6187418063635347
100% Corpus,6,0.61,symmetric,0.6140316877299493
100% Corpus,6,0.9099999999999999,0.01,0.676750893294703
100% Corpus,6,0.9099999999999999,0.31,0.5778914175090241
100% Corpus,6,0.9099999999999999,0.61,0.6295426097273805
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.614103588255582
100% Corpus,6,0.9099999999999999,symmetric,0.6475343092779887
100% Corpus,6,symmetric,0.01,0.6641040848161142
100% Corpus,6,symmetric,0.31,0.5816699039501954
100% Corpus,6,symmetric,0.61,0.602732930862333
100% Corpus,6,symmetric,0.9099999999999999,0.6101246277070759
100% Corpus,6,symmetric,symmetric,0.589089029898779
100% Corpus,6,asymmetric,0.01,0.6641040848161142
100% Corpus,6,asymmetric,0.31,0.5884789668106771
100% Corpus,6,asymmetric,0.61,0.6138325383954917
100% Corpus,6,asymmetric,0.9099999999999999,0.6101246277070759
100% Corpus,6,asymmetric,symmetric,0.5890890298987791
100% Corpus,7,0.01,0.01,0.6940488105189556
100% Corpus,7,0.01,0.31,0.623826493806526
100% Corpus,7,0.01,0.61,0.6201146778043679
100% Corpus,7,0.01,0.9099999999999999,0.607299845171121
100% Corpus,7,0.01,symmetric,0.6203529479821025
100% Corpus,7,0.31,0.01,0.7001431252098627
100% Corpus,7,0.31,0.31,0.6058258730665714
100% Corpus,7,0.31,0.61,0.6086239097482897
100% Corpus,7,0.31,0.9099999999999999,0.6098999485457129
100% Corpus,7,0.31,symmetric,0.6055351552033355
100% Corpus,7,0.61,0.01,0.6918341203165673
100% Corpus,7,0.61,0.31,0.6018791247920282
100% Corpus,7,0.61,0.61,0.6154790616260248
100% Corpus,7,0.61,0.9099999999999999,0.5976330679205061
100% Corpus,7,0.61,symmetric,0.6106909335773303
100% Corpus,7,0.9099999999999999,0.01,0.6207847570192832
100% Corpus,7,0.9099999999999999,0.31,0.6100624179422203
100% Corpus,7,0.9099999999999999,0.61,0.624363126525756
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.5992278253776236
100% Corpus,7,0.9099999999999999,symmetric,0.6106909335773303
100% Corpus,7,symmetric,0.01,0.7001431252098627
100% Corpus,7,symmetric,0.31,0.6208275222923695
100% Corpus,7,symmetric,0.61,0.6152835944433264
100% Corpus,7,symmetric,0.9099999999999999,0.597035362530594
100% Corpus,7,symmetric,symmetric,0.6146647590732751
100% Corpus,7,asymmetric,0.01,0.7001431252098627
100% Corpus,7,asymmetric,0.31,0.6233519194962591
100% Corpus,7,asymmetric,0.61,0.6152835944433264
100% Corpus,7,asymmetric,0.9099999999999999,0.6080833496922159
100% Corpus,7,asymmetric,symmetric,0.6146647590732751
100% Corpus,8,0.01,0.01,0.6434499782520683
100% Corpus,8,0.01,0.31,0.6119034173468526
100% Corpus,8,0.01,0.61,0.5162400973850991
100% Corpus,8,0.01,0.9099999999999999,0.5235096615156729
100% Corpus,8,0.01,symmetric,0.6324514057971855
100% Corpus,8,0.31,0.01,0.6406293380204657
100% Corpus,8,0.31,0.31,0.6475002324288349
100% Corpus,8,0.31,0.61,0.5243568790551587
100% Corpus,8,0.31,0.9099999999999999,0.52034642479613
100% Corpus,8,0.31,symmetric,0.6384836305692507
100% Corpus,8,0.61,0.01,0.6406293380204656
100% Corpus,8,0.61,0.31,0.6503824626988206
100% Corpus,8,0.61,0.61,0.5290567537638922
100% Corpus,8,0.61,0.9099999999999999,0.5246986453183171
100% Corpus,8,0.61,symmetric,0.6422095028008569
100% Corpus,8,0.9099999999999999,0.01,0.6484587757807462
100% Corpus,8,0.9099999999999999,0.31,0.6448629198311393
100% Corpus,8,0.9099999999999999,0.61,0.5307409223341188
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.525744880890193
100% Corpus,8,0.9099999999999999,symmetric,0.6493801305374984
100% Corpus,8,symmetric,0.01,0.6434499782520683
100% Corpus,8,symmetric,0.31,0.6348030006894995
100% Corpus,8,symmetric,0.61,0.5193481997465363
100% Corpus,8,symmetric,0.9099999999999999,0.5189408313555718
100% Corpus,8,symmetric,symmetric,0.6384836305692507
100% Corpus,8,asymmetric,0.01,0.6469254710755081
100% Corpus,8,asymmetric,0.31,0.6249421347741329
100% Corpus,8,asymmetric,0.61,0.5193481997465365
100% Corpus,8,asymmetric,0.9099999999999999,0.5321585342391479
100% Corpus,8,asymmetric,symmetric,0.6401499489391068
100% Corpus,9,0.01,0.01,0.5978349921377837
100% Corpus,9,0.01,0.31,0.650984350158406
100% Corpus,9,0.01,0.61,0.6361089929229558
100% Corpus,9,0.01,0.9099999999999999,0.6335497574371929
100% Corpus,9,0.01,symmetric,0.6351906074024224
100% Corpus,9,0.31,0.01,0.5958918596628425
100% Corpus,9,0.31,0.31,0.653046237214607
100% Corpus,9,0.31,0.61,0.6347711159206392
100% Corpus,9,0.31,0.9099999999999999,0.6344516978642006
100% Corpus,9,0.31,symmetric,0.633447722364541
